ArrayExpress_Sex_s	ArrayExpress_Species_s	AvgSpotLen_l	BioSample_s	Experiment_s	InsertSize_l	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Description_s	Sample_Name_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Platform_s	SRA_Study_s
	Astatotilapia calliptera	250	SAMEA2661384	ERX659455	350	11649636	2015-02-19	18511	6949	Astatotilapia calliptera	2015-01-29	ERR715533	ERS510598	South Rukuru, site 30	Astatotilapia_calliptera_South_Rukuru-sc-2016913	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Astatotilapia calliptera	250	SAMEA2661385	ERX659456	350	11649553	2015-02-19	16473	6253	Astatotilapia calliptera	2015-01-29	ERR715534	ERS510599	Enukweni	Astatotilapia_calliptera_Enukweni-sc-2016914	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Astatotilapia calliptera	250	SAMEA2661386	ERX659457	350	11649565	2015-02-19	18561	7018	Astatotilapia calliptera	2015-01-29	ERR715535	ERS510600	Lake Chidya, site 20	Astatotilapia_calliptera_Lake_Chidya-sc-2016915	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Astatotilapia calliptera	250	SAMEA2661387	ERX659458	350	11649577	2015-02-19	17565	6671	Astatotilapia calliptera	2015-01-29	ERR715536	ERS510601	Kitai Dam, Site 11	Astatotilapia_calliptera_Kitai_Dam-sc-2016916	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Astatotilapia calliptera	250	SAMEA2661388	ERX659459	350	11649589	2015-02-19	17132	6463	Astatotilapia calliptera	2015-01-29	ERR715537	ERS510602	Upper Rovuma, Site 12	Astatotilapia_calliptera_Upper_Rovuma-sc-2016917	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Astatotilapia calliptera	250	SAMEA2661389	ERX659460	350	11649601	2015-02-19	19661	7557	Astatotilapia calliptera	2015-01-29	ERR715538	ERS510603	Near Kyela, site 2	Astatotilapia_calliptera_Near_Kyela-sc-2016918	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Astatotilapia calliptera	250	SAMEA2661390	ERX659461	350	11649613	2015-02-19	18810	7283	Astatotilapia calliptera	2015-01-29	ERR715539	ERS510604	Luwawa	Astatotilapia_calliptera_Luwawa-sc-2016919	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Astatotilapia calliptera	250	SAMEA2661391	ERX659462	350	11649625	2015-02-19	20448	7806	Astatotilapia calliptera	2015-01-29	ERR715540	ERS510605	Bua	Astatotilapia_calliptera_Bua-sc-2016920	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Andinoacara coeruleopunctatus	250	SAMEA2661296	ERX659463	350	11649637	2015-02-19	56927	21214	Andinoacara coeruleopunctatus	2015-01-29	ERR715541	ERS510510	Panama	Andinoacara_coeruleopunctatus-sc-2016627	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661297	ERX674910	350	11657528	2015-02-05	7218	2787	Astatotilapia	2015-01-29	ERR730964	ERS510511		Astatotilapia__Massoko_littoral__1-sc-2016814	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661298	ERX674911	350	11657540	2015-02-19	6572	2546	Astatotilapia	2015-01-29	ERR730965	ERS510512		Astatotilapia__Massoko_littoral__2-sc-2016815	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661299	ERX674912	350	11657552	2015-02-19	6648	2583	Astatotilapia	2015-01-29	ERR730966	ERS510513		Astatotilapia__Massoko_littoral__3-sc-2016816	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661300	ERX674913	350	11657564	2015-02-19	6521	2526	Astatotilapia	2015-01-29	ERR730967	ERS510514		Astatotilapia__Massoko_littoral__4-sc-2016817	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661301	ERX674914	350	11657576	2015-02-19	6743	2613	Astatotilapia	2015-01-29	ERR730968	ERS510515		Astatotilapia__Massoko_littoral__5-sc-2016818	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661303	ERX674915	350	11657600	2015-02-19	7520	2895	Astatotilapia	2015-01-29	ERR730969	ERS510517		Astatotilapia__Massoko_littoral__7-sc-2016820	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661304	ERX674916	350	11657612	2015-02-19	8337	3209	Astatotilapia	2015-01-29	ERR730970	ERS510518		Astatotilapia__Massoko_littoral__8-sc-2016821	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661306	ERX674917	350	11657529	2015-04-29	6783	2612	Astatotilapia	2015-01-29	ERR730971	ERS510520		Astatotilapia__Massoko_littoral__10-sc-2016823	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661307	ERX674918	350	11657541	2015-02-19	6629	2554	Astatotilapia	2015-01-29	ERR730972	ERS510521		Astatotilapia__Massoko_littoral__11-sc-2016824	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661308	ERX674919	350	11657553	2015-04-29	6740	2596	Astatotilapia	2015-01-29	ERR730973	ERS510522		Astatotilapia__Massoko_littoral__12-sc-2016825	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661309	ERX674920	350	11657565	2015-02-19	6511	2505	Astatotilapia	2015-01-29	ERR730974	ERS510523		Astatotilapia__Massoko_littoral__13-sc-2016826	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661310	ERX674921	350	11657577	2015-02-19	5310	1784	Astatotilapia	2015-01-29	ERR730975	ERS510524		Astatotilapia__Massoko_littoral__14-sc-2016827	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661313	ERX674922	350	11657601	2015-02-19	5347	1803	Astatotilapia	2015-01-29	ERR730976	ERS510527		Astatotilapia__Massoko_littoral__17-sc-2016830	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661316	ERX674923	350	11657613	2015-02-19	5765	1936	Astatotilapia	2015-01-29	ERR730977	ERS510530		Astatotilapia__Massoko_littoral__20-sc-2016833	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661318	ERX674924	350	11657530	2015-04-29	5127	1717	Astatotilapia	2015-01-29	ERR730978	ERS510532		Astatotilapia__Massoko_littoral__22-sc-2016835	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661319	ERX674925	350	11657542	2015-02-19	5011	1689	Astatotilapia	2015-01-29	ERR730979	ERS510533		Astatotilapia__Massoko_littoral__23-sc-2016836	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661320	ERX674926	350	11657554	2015-04-29	4806	1631	Astatotilapia	2015-01-29	ERR730980	ERS510534		Astatotilapia__Massoko_littoral__24-sc-2016837	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661321	ERX674927	350	11657566	2015-02-19	4720	1610	Astatotilapia	2015-01-29	ERR730981	ERS510535		Astatotilapia__Massoko_littoral__25-sc-2016838	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661322	ERX674928	350	11657578	2015-02-19	4872	1653	Astatotilapia	2015-01-29	ERR730982	ERS510536		Astatotilapia__Massoko_littoral__26-sc-2016839	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661324	ERX674929	350	11657602	2015-02-19	5107	1748	Astatotilapia	2015-01-29	ERR730983	ERS510538		Astatotilapia__Massoko_littoral__28-sc-2016841	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661325	ERX674930	350	11657614	2015-02-19	5326	1816	Astatotilapia	2015-01-29	ERR730984	ERS510539		Astatotilapia__Massoko_littoral__29-sc-2016842	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661326	ERX674931	350	11657531	2015-02-20	6999	2576	Astatotilapia	2015-01-29	ERR730985	ERS510540		Astatotilapia__Massoko_littoral__30-sc-2016843	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661327	ERX674932	350	11657543	2015-04-29	6588	2431	Astatotilapia	2015-01-29	ERR730986	ERS510541		Astatotilapia__Massoko_littoral__31-sc-2016844	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661328	ERX674933	350	11657555	2015-02-19	6336	2337	Astatotilapia	2015-01-29	ERR730987	ERS510542		Astatotilapia__Massoko_littoral__32-sc-2016845	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661330	ERX674934	350	11657567	2015-02-20	6575	2435	Astatotilapia	2015-01-29	ERR730988	ERS510544		Astatotilapia__Massoko_littoral__34-sc-2016847	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661331	ERX674935	350	11657579	2015-02-19	6662	2461	Astatotilapia	2015-01-29	ERR730989	ERS510545		Astatotilapia__Massoko_littoral__35-sc-2016848	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661333	ERX674936	350	11657603	2015-02-20	6704	2486	Astatotilapia	2015-01-29	ERR730990	ERS510547		Astatotilapia__Massoko_benthic__1-sc-2016850	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661334	ERX674937	350	11657615	2015-02-20	7661	2835	Astatotilapia	2015-01-29	ERR730991	ERS510548		Astatotilapia__Massoko_benthic__2-sc-2016851	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661335	ERX674938	350	11657532	2015-02-20	6209	2300	Astatotilapia	2015-01-29	ERR730992	ERS510549		Astatotilapia__Massoko_benthic__3-sc-2016852	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661336	ERX674939	350	11657544	2015-02-21	6251	2325	Astatotilapia	2015-01-29	ERR730993	ERS510550		Astatotilapia__Massoko_benthic__4-sc-2016853	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661337	ERX674940	350	11657556	2015-04-30	6232	2322	Astatotilapia	2015-01-29	ERR730994	ERS510551		Astatotilapia__Massoko_benthic__5-sc-2016854	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661338	ERX674941	350	11657568	2015-04-29	6845	2550	Astatotilapia	2015-01-29	ERR730995	ERS510552		Astatotilapia__Massoko_benthic__6-sc-2016855	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661339	ERX674942	350	11657580	2015-02-20	6874	2475	Astatotilapia	2015-01-29	ERR730996	ERS510553		Astatotilapia__Massoko_benthic__7-sc-2016856	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661341	ERX674943	350	11657604	2015-04-29	7018	2522	Astatotilapia	2015-01-29	ERR730997	ERS510555		Astatotilapia__Massoko_benthic__9-sc-2016858	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661342	ERX674944	350	11657616	2015-02-21	7517	2688	Astatotilapia	2015-01-29	ERR730998	ERS510556		Astatotilapia__Massoko_benthic__10-sc-2016859	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661343	ERX674945	350	11657533	2015-02-19	7009	2502	Astatotilapia	2015-01-29	ERR730999	ERS510557		Astatotilapia__Massoko_benthic__11-sc-2016860	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661344	ERX674946	350	11657545	2015-02-06	6418	2307	Astatotilapia	2015-01-29	ERR731000	ERS510558		Astatotilapia__Massoko_benthic__12-sc-2016861	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661345	ERX674947	350	11657557	2015-02-05	6379	2294	Astatotilapia	2015-01-29	ERR731001	ERS510559		Astatotilapia__Massoko_benthic__13-sc-2016862	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661346	ERX674948	350	11657569	2015-02-05	6819	2460	Astatotilapia	2015-01-29	ERR731002	ERS510560		Astatotilapia__Massoko_benthic__14-sc-2016863	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661347	ERX674949	350	11657581	2015-02-06	7102	2546	Astatotilapia	2015-01-29	ERR731003	ERS510561		Astatotilapia__Massoko_benthic__15-sc-2016864	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661349	ERX674950	350	11657605	2015-02-05	7084	2529	Astatotilapia	2015-01-29	ERR731004	ERS510563		Astatotilapia__Massoko_benthic__17-sc-2016866	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661350	ERX674951	350	11657617	2015-02-05	6026	2156	Astatotilapia	2015-01-29	ERR731005	ERS510564		Astatotilapia__Massoko_benthic__18-sc-2016867	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661351	ERX674952	350	11657534	2015-02-04	7112	2638	Astatotilapia	2015-01-29	ERR731006	ERS510565		Astatotilapia__Massoko_benthic__19-sc-2016868	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661352	ERX674953	350	11657546	2015-02-05	6691	2502	Astatotilapia	2015-01-29	ERR731007	ERS510566		Astatotilapia__Massoko_benthic__20-sc-2016869	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661353	ERX674954	350	11657558	2015-02-05	6936	2583	Astatotilapia	2015-01-29	ERR731008	ERS510567		Astatotilapia__Massoko_benthic__21-sc-2016870	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661354	ERX674955	350	11657570	2015-02-06	7544	2806	Astatotilapia	2015-01-29	ERR731009	ERS510568		Astatotilapia__Massoko_benthic__22-sc-2016871	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661355	ERX674956	350	11657582	2015-02-05	7610	2841	Astatotilapia	2015-01-29	ERR731010	ERS510569		Astatotilapia__Massoko_benthic__23-sc-2016872	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661357	ERX674957	350	11657606	2015-02-05	7290	2711	Astatotilapia	2015-01-29	ERR731011	ERS510571		Astatotilapia__Massoko_benthic__25-sc-2016874	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661358	ERX674958	350	11657618	2015-02-06	7697	2870	Astatotilapia	2015-01-29	ERR731012	ERS510572		Astatotilapia__Massoko_benthic__26-sc-2016875	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661359	ERX674959	350	11657535	2015-02-06	7455	2753	Astatotilapia	2015-01-29	ERR731013	ERS510573		Astatotilapia__Massoko_benthic__27-sc-2016876	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661360	ERX674960	350	11657547	2015-02-05	8065	2960	Astatotilapia	2015-01-29	ERR731014	ERS510574		Astatotilapia__Massoko_benthic__28-sc-2016877	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661362	ERX674961	350	11657571	2015-02-19	7507	2784	Astatotilapia	2015-01-29	ERR731015	ERS510576		Astatotilapia__Massoko_benthic__30-sc-2016879	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661363	ERX674962	350	11657583	2015-02-05	7425	2751	Astatotilapia	2015-01-29	ERR731016	ERS510577		Astatotilapia__Massoko_benthic__31-sc-2016880	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661365	ERX674963	350	11657607	2015-02-05	7263	2686	Astatotilapia	2015-01-29	ERR731017	ERS510579		Astatotilapia__Massoko_benthic__33-sc-2016882	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661366	ERX674964	350	11657619	2015-02-05	7872	2908	Astatotilapia	2015-01-29	ERR731018	ERS510580		Astatotilapia__Massoko_benthic__34-sc-2016883	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661367	ERX674965	350	11657536	2015-02-05	7376	2715	Astatotilapia	2015-01-29	ERR731019	ERS510581		Astatotilapia__Massoko_benthic__35-sc-2016884	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661368	ERX674966	350	11657548	2015-02-05	7058	2595	Astatotilapia	2015-01-29	ERR731020	ERS510582		Astatotilapia__Massoko_benthic__36-sc-2016885	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661369	ERX674967	350	11657560	2015-02-05	7072	2611	Astatotilapia	2015-01-29	ERR731021	ERS510583		Astatotilapia__Massoko_benthic__37-sc-2016886	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661370	ERX674968	350	11657572	2015-02-05	6795	2520	Astatotilapia	2015-01-29	ERR731022	ERS510584		Astatotilapia__Massoko_benthic__38-sc-2016887	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko olive'	250	SAMEA2661371	ERX674969	350	11657584	2015-02-05	7255	2714	Astatotilapia	2015-01-29	ERR731023	ERS510585		Astatotilapia__Massoko_olive__1-sc-2016888	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko olive'	250	SAMEA2661373	ERX674970	350	11657608	2015-02-05	7249	2683	Astatotilapia	2015-01-29	ERR731024	ERS510587		Astatotilapia__Massoko_olive__3-sc-2016890	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko olive'	250	SAMEA2661374	ERX674971	350	11657620	2015-02-19	7725	2860	Astatotilapia	2015-01-29	ERR731025	ERS510588		Astatotilapia__Massoko_olive__4-sc-2016891	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661302	ERX698928	350	12334698	2015-05-14	6920	2571	Astatotilapia	2015-02-12	ERR755296	ERS510516		Astatotilapia__Massoko_littoral__6-sc-2016819	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661311	ERX698929	350	12334710	2015-05-14	6409	2388	Astatotilapia	2015-02-12	ERR755297	ERS510525		Astatotilapia__Massoko_littoral__15-sc-2016828	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661323	ERX698930	350	12334722	2015-05-14	6497	2453	Astatotilapia	2015-02-12	ERR755298	ERS510537		Astatotilapia__Massoko_littoral__27-sc-2016840	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko littoral'	250	SAMEA2661332	ERX698931	350	12334734	2015-05-14	5859	2206	Astatotilapia	2015-02-12	ERR755299	ERS510546		Astatotilapia__Massoko_littoral__36-sc-2016849	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661340	ERX698932	350	12334746	2015-05-14	6038	2283	Astatotilapia	2015-02-12	ERR755300	ERS510554		Astatotilapia__Massoko_benthic__8-sc-2016857	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661348	ERX698933	350	12334758	2015-05-14	6143	2314	Astatotilapia	2015-02-12	ERR755301	ERS510562		Astatotilapia__Massoko_benthic__16-sc-2016865	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661356	ERX698934	350	12334770	2015-05-14	6122	2301	Astatotilapia	2015-02-12	ERR755302	ERS510570		Astatotilapia__Massoko_benthic__24-sc-2016873	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia 'Massoko benthic'	250	SAMEA2661361	ERX698935	350	12334782	2015-05-14	6222	2338	Astatotilapia	2015-02-12	ERR755303	ERS510575		Astatotilapia__Massoko_benthic__29-sc-2016878	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
